title,source,search_query
MAPS: Motivation-Aware Personalized Search via LLM-Driven Consultation Alignment,Scholar,QEM + Neural Network
Universal imaginary-time critical dynamics on a quantum computer,Scholar,QEM + Neural Network
Evaluating Entropy of Geometric Accuracy in 3D Objects During Mesh Simplification.,Scholar,QEM + Neural Network
Copy-Move Forgery Detection Methods: A Critique,Scholar,QEM + Neural Network
Understanding societal values of ChatGPT,Scholar,QEM + Neural Network
Time segment language model for microblog retrieval,Scholar,QEM + Neural Network
Simulating adiabatic quantum computing with parameterized quantum circuits,Scholar,QEM + Neural Network
Generating 3D fish motion skeleton via iterative optimization method and FishSkeletonNet,Scholar,QEM + Neural Network
Solar Energy Conversion of a Single Solid Particle in Co2–Particle Solar Receiver,Scholar,QEM + Neural Network
[PS] GRADUIRUEMYE LOGIQESKIE ZNAQENI DL PREDSTAVLENI ZNANI,Scholar,QEM + Neural Network
"Search for a Heavy Neutral Particle Decaying into eμ, eτ and μτ Final States in pp Collisions at√ s= 13 TeV with the ATLAS Detector",Scholar,QEM + Neural Network
Methods of implementation in an electric vehicle conversion and vehicle controller: a review,Scholar,QEM + Neural Network
[인용] New Hyperspectral Endmember Extraction Algorithms using Convex Geometry,Scholar,QEM + Neural Network
[책] Secure and Safe Edge Computing for the Internet-of-Things,Scholar,QEM + Neural Network
DeFillet: Detection and Removal of Fillet Regions in Polygonal CAD Models,Scholar,QEM + Neural Network
Architecture and design of a room-temperature feedback loop between cryogenic Qubits measurement and control chains,Scholar,QEM + Neural Network
Étude de la faisabilité d'une recherche de nouvelle physique dans l'expérience ATLAS à l'aide d'un auto-encodeur variationnel,Scholar,QEM + Neural Network
[인용] Research progress of distributed quantum computing,Scholar,QEM + Neural Network
Search for in full LHC-run II data with the CMS detector,Scholar,QEM + Neural Network
MSONoC: A Metasurface-Assisted Hybrid Waveguide/FSO Network-on-Chip Architecture,Scholar,QEM + Neural Network
3D mesh pre-processing method based on feature point classification and anisotropic vertex denoising considering scene structure characteristics,Scholar,QEM + Neural Network
A review on buckling of the laminated composite panel under in-plane load,Scholar,QEM + Neural Network
The Development of a Data-Driven Visualisation System and Multimodal Data Fusion Platform for Underground Mines,Scholar,QEM + Neural Network
Evaluating the problem solving abilities of ChatGPT,Scholar,QEM + Neural Network
Progressive shape reconstruction from raw 3D point clouds,Scholar,QEM + Neural Network
Equivalent Input Disturbance-based Model Predictive Control of Shaking Table System,Scholar,QEM + Neural Network
"Sunday Afternoon, January 15, 2023",Scholar,QEM + Neural Network
Mitigating Degree Bias Adaptively with Hard-to-Learn Nodes in Graph Contrastive Learning,Scholar,QEM + Neural Network
Urban building mesh polygonization based on 1-ring patch and topology optimization,Scholar,QEM + Neural Network
Amélioration de la segmentation tridimensionnelle des bâtiments dans les modèles de villes 3D à l'aide de données simulées et d'analyse contextuelle,Scholar,QEM + Neural Network
Modeling and mission analysis of Low Work Function tether,Scholar,QEM + Neural Network
Unified Generative Search and Recommendation,Scholar,QEM + Neural Network
Efficient ground state search using a quantum algorithmic cooling ansatz,Scholar,QEM + Neural Network
Search for supersymmetry in final states including two same-sign hadronically decaying tau leptons: a tale from triggers to taus,Scholar,QEM + Neural Network
Photogrammetric Techniques and Algorithms Optimization for the Development of Interactive Augmented Reality Systems,Scholar,QEM + Neural Network
Similarity= Value? Consultation Value Assessment and Alignment for Personalized Search,Scholar,QEM + Neural Network
[책] Private Computation on Public Clouds,Scholar,QEM + Neural Network
Impacts of Connected and Autonomous Vehicles on Deep Reinforcement Learning Controlled Intersection Systems,Scholar,QEM + Neural Network
基于可逆神经网络的神经辐射场水印.,Scholar,QEM + Neural Network
A Review of Copyright Protection Methods for Host Media in Zero-Watermarking Systems,Scholar,QEM + Neural Network
MinDet1: A deep learning-enabled approach for plagioclase textural studies,Scholar,QEM + Neural Network
Management control and integration technology of intelligent production line for multi-variety and complex aerospace ring forgings: a review,Scholar,QEM + Neural Network
Virtual Reality Physics on Emerging Smart Learning System,Scholar,QEM + Neural Network
基于关系感知注意力的信息检索 SQL 生成器.,Scholar,QEM + Neural Network
Search for Charged Higgs Bosons in the H±→ τ±ντ Final State with 139 fb–1 of pp Collision Data at√ s= 13 TeV with the Atlas Experiment,Scholar,QEM + Neural Network
La découverte de nouvelle physique à l'aide de la détection d'anomalies avec l'apprentissage automatique au Grand collisionneur de hadrons,Scholar,QEM + Neural Network
Lightweight and Privacy-Preserving Reconfigurable Authentication Scheme for IoT Devices,Scholar,QEM + Neural Network
"Hot Spring Geochemistry in the Central Tianshan Mountains: Unveiling Fault Activity, Fluid Circulation, and Seismic Precursors",Scholar,QEM + Neural Network
"Karstik kaynak boşalım modelleme esasları: Susuz karst akifer kavramsal modeli örneği, Seydişehir, Türkiye",Scholar,QEM + Neural Network
Studies in quantitative environmental modelling of agricultural land use systems,Scholar,QEM + Neural Network
Trajectory tracking for a dual-arm free-floating space robot with a class of general nonsingular predefined-time terminal sliding mode,Scholar,QEM + Neural Network
A Deep Learning-enabled Approach for Plagioclase Textural Studies,Scholar,QEM + Neural Network
Spatial and temporal analyses of airborne particulate matter in South Marmara Region of Turkey,Scholar,QEM + Neural Network
GenSAR: Unifying Balanced Search and Recommendation with Generative Retrieval,Scholar,QEM + Neural Network
A dynamic model of a Hybrid Electric Propulsive System for degradation assessment,Scholar,QEM + Neural Network
Kidney Stones as Minerals: How Methods from Geology Could Inform Urolithiasis Treatment,Scholar,QEM + Neural Network
Review of research on high-speed railway subgrade settlement in soft soil area,Scholar,QEM + Neural Network
[인용] Studies on Tribo-Corrosive Behaviour of Diesel for CI Engine Applications,Scholar,QEM + Neural Network
Using cryogenic CMOS control electronics to enable a two-qubit cross-resonance gate,Scholar,QEM + Neural Network
计及电动汽车及多类需求响应的电力用户能量管理鲁棒模型,Scholar,QEM + Neural Network
"Urban building mesh polygonization based on plane-guided segmentation, topology correction and corner point clump optimization",Scholar,QEM + Neural Network
Integrated supervisory control and fixed path speed trajectory generation for hybrid electric ships via convex optimization,Scholar,QEM + Neural Network
Arquitetura para particionamento hipergráfico e corte de circuitos em sistemas de computação quântica com múltiplas unidades de processamento.,Scholar,QEM + Neural Network
COTVD: A Function-Level Vulnerability Detection Framework Using Chain-of-Thought Reasoning with Large Language Models,Scholar,QEM + Neural Network
Evaluation of automated organ segmentation for total-body PET-CT,Scholar,QEM + Neural Network
Applications of convex optimization in naval engineering,Scholar,QEM + Neural Network
Drosophila Brain Aligner: Registering 3D Point Clouds in 2D Parameterization Domain.,Scholar,QEM + Neural Network
"Theoretical Investigation of the Reactions of the OH Radical with C2H6, CH3NH2and Glycine Molecules",Scholar,QEM + Neural Network
Search for scalar and vector doubly charged bosons with Run2 data collected by the ATLAS experiment at LHC,Scholar,QEM + Neural Network
On dual-mode driving control method for a novel unmanned tractor with high safety and reliability,Scholar,QEM + Neural Network
Integrated Propulsion System Analysis Framework for Designing Advanced Air Mobility Aircraft,Scholar,QEM + Neural Network
Searching for Long-Lived Supersymmetric Particles Using Displaced Vertices and Missing Transverse Energy with the ATLAS Detector,Scholar,QEM + Neural Network
"Karstik kaynak boşalım modelleme esasları: Susuz karst akifer kavramsal modeli örneği, Seydişehir, Türkiye A guideline for karst spring discharge modeling …",Scholar,QEM + Neural Network
Innovative Design Strategies for Sustainable Functional Polymer Systems,Scholar,QEM + Neural Network
[책] Using a surface energy budget framework to characterize grass-biophysical response to changes in climate in support of on-farm decision making in Ireland,Scholar,QEM + Neural Network
Методи та програмні засоби для вирішення задачі класифікації на основі тривимірних нейронних мереж,Scholar,QEM + Neural Network
"Computational Modeling of Additive Manufacturing—Overview, Principles, and Simulations in Different Scales",Scholar,QEM + Neural Network
A cluster-based 3D reconstruction system for large-scale scenes,Scholar,QEM + Neural Network
Enabling technologies and decision support systems towards autonomous navigation of ships,Scholar,QEM + Neural Network
基于 CycleGAN 的语音可懂度关键技术,Scholar,QEM + Neural Network
基于机器学习的矿物智能识别方法研究进展与展望,Scholar,QEM + Neural Network
Diseño de un prototipo de sistema de monitoreo y predicción del consumo eléctrico en zonas residenciales usando redes neuronales artificiales,Scholar,QEM + Neural Network
Data-Driven Multi-Scale Multi-Physics Modelling of Thermal Stress and Distortion in Additive Manufacturing,Scholar,QEM + Neural Network
The ecology of human-caused mortality for a protected large carnivore,Scholar,QEM + Neural Network
[인용] 分布式量子计算研究进展,Scholar,QEM + Neural Network
Coupling coordination analysis between urban park wetland water ecological construction and carbon emissions,Scholar,QEM + Neural Network
